job_item_name,job_item_comapny,job_item_area,job_item_experience,job_item_degree,job_item_salary,job_item_description
【總公司】資訊部-MIS/網管工程師-A01,OK超商_來來超商股份有限公司,台北市信義區,經歷不拘,專科,待遇面議,1.公司電腦及網路日常運作管理及重大異常事件的問題處理，具獨立作業能力。 2.分析、解決User通訊問題，並提供User電腦技術方面與軟體導入等支援相關工作。 3.協助各項電腦設備及資產管理作業。 4.網路設備設定與檢修、協助規劃網路管理機制。 5.控管、備份網路伺服器內的檔案，並設定用戶端權限，以確保檔案安全。 6.監控系統運作，並建立危機處理的標準流程。 7.需熟悉ROUTER、防火牆設定。 8.其他主管交辦事項。
軟體工程師(台南),智禾科技股份有限公司,台南市新市區,2年以上,大學,待遇面議,1. 新軟體開發工具學習及應用。 2. 舊軟體系統維護與新需求功能撰寫。 1)軟體需求分析、程式設計、撰寫與維護。 2)進行軟體的測試與修改，以及控管軟體設計進度。 3)以Visual Studio開發環境為主，熟悉相關程式開發工具(VB/C#.Net)為佳。
軟體工程師(JAVA),友威資訊服務股份有限公司,新北市新店區,2年以上,專科,待遇面議,工作內容： 1.電子商務網站後端營運系統開發與維運 2.既有系統的優化、錯誤排除與測試 具備條件： 1. 具2年以上Java開發經驗 2. 對商業流程有足夠的理解能力 3. Oracle、PostgreSQL 等關連式資料庫程式開發、設計經驗。 4. 具備版本控制概念，GIT實際操作經驗。 5. 熟悉Java Framework：Spring MVC、Spring Boot、iBatis、jQuery等開發技術者加分。
MIS資訊人員,永驊汽車股份有限公司,高雄市左營區,3年以上,高中,待遇面議,1. Windows Server主機系統管理、伺服器建置及維運和資料庫管理。 維護AD、DNS、DHCP等系統。 2. Vmware Esxi 虛擬主機架設及資料備份管理 3. Switch網路設備維運及管理；網路安全架構建置及網路資料分析監控。 4. NAS的管理和維護及使用者帳號與權限管理，並進行備份工作。 5. 軟、硬體及其他系統周邊裝置的安裝及維修。 6. 管理Juniper，Fortigate Firewall、Router、Switching…等網路設備。 7. 廠區網路系統及資安規劃。 9. 監視器，錄音系統管理。
MIS工程師,羅翌科技股份有限公司,台中市烏日區,經歷不拘,大學,待遇面議,1.程式撰寫開發(Visual Studio) 2.ERP、資料庫系統管理與維護 3.伺服器網站管理維護 4.辦公室資訊軟硬體維護 5.有工具機控制器連結程式開發經驗者優先考慮 6.歡迎攜帶過往作品或專題成果
網路投保系統開發人員 (資深專員) System Development Sr. Specialist,國際康健人壽保險股份有限公司,台北市中正區,3年以上,大學,待遇面議,網路投保相關系統維運與開發 包含專案執行 : 1. 需求分析/訪談、發想、優化、規劃、開發、測試、上線 2. 跨部門協調、溝通 3. 開發文件撰寫 4. 系統測試 5. 廠商管理 日常維運作業 : 1. 協助日常維運作業，包含問題諮詢與障礙排除 2. 需求訪談、分析，提出解決方案或開發
JAVA軟體工程師,松凌科技股份有限公司,台北市中正區,經歷不拘,專科,待遇面議,Java/Java EE 程式設計、專案開發為主要工作內容 工作內容 1.Java Web相關程式設計與開發。 2.關聯式資料庫系統應用開發。 3.資訊系統開發。 4.B2B/B2C EC平台開發 5.軟體測試與維護。 徵求條件 1.具備Team work團隊開發合作能力 2.需要會 Java 語言 3.工作經驗不拘 加分條件(非必備): 1.具產壽險之保險相關知識者佳
資深前端程式設計師,艾帝浦杰股份有限公司,台北市大安區,2年以上,專科,待遇面議,"1. 熟前端Web技術 HTML5, CSS3, JavaScript，JQuery，Ajax 等相關技術 2. 具前端程式設計經驗 3.有 React 、 Angular 、Vue Framework，等相關開發經驗 4. 有UI/UX實務經驗 5. 團隊協同合作 6. 熟悉各種瀏覽器相容性及主要限制 7.兩年以上前端程式系統實務開發經驗 8.具金融業、中大型企業Web 系統開發經驗"
資深MIS工程師,東元資融股份有限公司,新北市中和區,1年以上,專科,待遇面議,1. Web、Mail、Vmware Vsphere等伺服器管理、架設、維護。 2. 網路規劃、建設、維護與資安、VPN、防火牆管理。 3. 資訊安全制度建立與管理。 4. 資料備份與復原、資訊設備環境設定。 5. 協助解決各單位資訊作業相關問題。
資訊工程師(外派越南),福盈科技化學股份有限公司,越南,2年以上,專科,待遇面議,1. 電腦硬體、網路。 2. 機房例行性管理維護、主機(AD/郵件/防毒/File Sever…等) 管理維護。 3. 協助軟、硬體及其它系統周邊裝置的安裝及維修。 4. 主管交辦事項。
運維工程師,伊諾科技有限公司,台北市內湖區,經歷不拘,專科,待遇面議,1. 負責日常服務維運工作： a. 依據客戶端需求，根據 SOP 文件，進行相關配置調整 b. 為客戶提供即時查詢以及解決方案 c. 依據監控系統告警，主動排除問題 d. 主動發現服務問題，並依照 SOP 進行調整 e. 主動撰寫/修改值班 SOP 文件 2. 負責線上緊急狀態處理： a. 依據客戶端/開發端/監控系統通知，進行問題處理 b. 主動紀錄事件細節並且回報處理狀況 3. 確保伺服器運作正常： a. 即時監控伺服器運行狀態 b. 即時監控服務運行狀態 4. 負責線上服務部署作業： a. 操作自動化工具觸發部署作業 b. 注意部署服務狀態以及正確性 備註： 本團隊為7*24小時持續運作，任職此職務之求職者需能接受輪班排班。 ☆早班 07:00~15:30 ☆中班 15:00~23:30 ☆晚班 23:00~翌日07:30 輪班津貼：早班400元/天、中班500元/天、晚班800元/天 休假：當月週六與週日天數+國定假日(排假制/非週休)
MIS資訊工程師,惠來醫療社團法人宏仁醫院,彰化縣員林市,1年以上,大學,待遇面議,★★本院擴建門診大樓，擴大招募人才中★★ 歡迎具有相關經驗的您，一起加入我們的團隊！ 一、網路基礎概念 二、基本電腦軟體安裝概念 三、排除使用端反應之問題 四、執行上級交付之工作
資訊工程師,熱映光電股份有限公司,新竹市,2年以上,專科,待遇面議,1. 資訊系統 (ERP/Flow/ISO/網站等)優化與維護 2. 機房伺服器管理與網路設備異常通報及排除 3. 資訊安全管理及維護 4. 主管交辦事項，協助部門內各項作業執行 5. 使用者問題排除
,,None,None,None,待遇面議,None
,,None,None,None,待遇面議,None
資深Java 系統分析師--熟JBoss,艾帝浦杰股份有限公司,台北市大安區,3年以上,專科,待遇面議,"◆溝通能力好 ◆精熟Javascript and Java Framework ◆熟OO觀念，有用過Design patten 經驗，需有SA,SD能力 ◆熟SQL語法, 有系統Performance tuning經驗 ◆熟Java 程式設計與開發 ◆JSP、Servlet ◆OOAD ◆JQuery、JavaScript、AJAX ◆熟UML 相關工具 ◆Struts, Spring, Hibernate"
MES/CIM工程師,明基材料股份有限公司,桃園市龜山區,1年以上,大學,待遇面議,1.MES相關系統(MES/SFIS/WMS/SPC等)開發與維護 2.管理報表、看板需求規劃與開發 3.支援自動化、智慧製造、IoT、數據分析專案導入
【彰化】巨匠Ⓖ集團 電腦 資訊工程師（彰化）,巨匠電腦股份有限公司(巨匠電腦)(巨匠美語),彰化縣彰化市,經歷不拘,大學,待遇面議,巨匠教育集團 學習成就非凡！ 主要工作為教室軟硬體維護、學員關懷服務、幫助學員考取證照！ 1. 電腦教室網路維護管理、故障排除 2. 電話關懷學員 、排課、考照建議 3. 門市行政、學員服務 正式員工享電腦/語言課程學習進修優惠（親屬也有）
台北【MIS管理師】日商普客二四Times停車場,台灣普客二四股份有限公司,台北市中山區,經歷不拘,大學,待遇面議,1.電腦相關設備安裝、設定與問題排除；網路設定與調整 2.資訊設備維護與管理 3.資訊相關專案建置支援 4.ERP系統維護、優化作業 5.其他主管交辦事項
資深數值工程師,京赫科技有限公司,台中市西屯區,3年以上,大學,待遇面議,1、數學模型設計及驗證。 2、產品資料與數據分析。 3、透過數值參數設定，並依據設計內容與需求，最佳化產品。 4、願意根據分析資料對產品提出想法，並和團隊配合討論及調整。 5、相關說明文件建置及維護。 6、熟悉任一程式語言。
[技術服務部] 高級系統工程師,人工智能股份有限公司,台北市南港區,3年以上,大學,待遇面議,➤工作內容: - 執行Windows及Linux系統平台建置及維運 - 執行交換機的建置(SIPX、VOIP) - 安裝及維運CRM作業系統、資料庫系統、智能客服系統 - 公司自有產品、代理產品設定安裝 ➤工作條件: - 了解個人電腦、伺服器及其週邊、網路系統、低階儲存系統，硬體安裝 - 具備Windows、Linux伺服器、MS-SQL資料庫建置概念 - 具備網路及通訊概念 - 擁有良好溝通能力和積極的態度 - 資訊相關科系佳
【PM】Software Product Manager / 軟體產品經理,英屬維京群島商瑞嘉耐思科技有限公司台灣分公司,台北市內湖區,1年以上,大學,待遇面議,"As an Assistant Product Owner you are assisting a Product Owner who is responsible for the quality and strategic impact of a medium or complex product. Together with your agile team you work on continuously improving and evolving the assigned products in order to optimize the value for the customer. Collaborating with team to define a robust product backlog, managing capability expansion increments and contributing to new functionalities & best practice definitions are a few examples of the activities that will be expected from this role. 【Major duties & responsibilities】 • Work with development teams to ensure they understand the vision for the product and are designing great features for our partners. Work closely with stakeholders, design, product analysts and engineering teammates to drive the product development process. • Develop detailed project plan & project status updates to monitor and track progress, and to maintain with agile oriented tools. • Review & Track project deliverables produced by stakeholders, business analysts, technical service owners & QAs. • Initiate product performance monitoring and analysis to discover new opportunity. • Develop, maintain and appropriately prioritise backlog of user stories for implementation. • Monitor, optimize and enhance the configuration, features and functionalities related to the product. 【Required】 • Must demonstrate excellent verbal and written skills to communicate effectively with cross functional teams including business, IT, application development and DBA teams. • Strong problem solving and troubleshooting skills with the ability to exercise mature judgment. • Track record demonstrating strong leadership skills, with multi-national and distributed development environments. • Good Project Management, Tracking, Control and Visibility (communication) for Stakeholders and product teams to give a forecast view of exisitng or incoming projects. • Ability to work under pressure, think analytically, define and roll out client and project specifics, develop plans and schedules."
